iter	Logloss
278	0.6125954488
279	0.6125874286
280	0.6125845798
281	0.6125768248
282	0.6125649325
283	0.6125566185
284	0.6125477613
285	0.6125390645
286	0.6125305161
287	0.6125218217
288	0.6125143535
289	0.6125048314
290	0.6124998337
291	0.6124699855
292	0.6124586838
293	0.6124522657
294	0.6124434654
295	0.6124375472
296	0.6124258424
297	0.6124107653
298	0.6124010457
299	0.6123928832
300	0.6123854443
301	0.6123787026
302	0.6123721121
303	0.6123672487
304	0.6123537411
305	0.6123480887
306	0.6123332326
307	0.6123277979
308	0.6123119112
309	0.6123033484
310	0.612292815
311	0.6122816892
312	0.6122745629
313	0.6122640862
314	0.6122566114
315	0.61225215
316	0.6122446146
317	0.6122381788
318	0.6122290149
319	0.6122233373
320	0.6122137445
321	0.6122038531
322	0.6121981063
323	0.612192824
324	0.6121840945
325	0.6121768828
326	0.6121649608
327	0.6121591465
328	0.6121501586
329	0.6121443342
330	0.6121337191
331	0.6121296203
332	0.61211994
333	0.6121114383
334	0.6121028113
335	0.6120943497
336	0.6120888139
337	0.6120799008
338	0.6120764628
339	0.6120701
340	0.6120657339
341	0.6120598057
342	0.6120547588
343	0.6120421486
344	0.6120350513
345	0.6120276605
346	0.6120234345
347	0.6120148064
348	0.6120099947
349	0.6120032236
350	0.6119987366
351	0.6119889103
352	0.6119786432
353	0.6119693749
354	0.6119620077
355	0.6119548528
356	0.6119473072
357	0.611940242
358	0.6119350144
359	0.6119257521
360	0.6119210799
361	0.6119155064
362	0.6119088286
363	0.6119018214
364	0.6118951594
365	0.6118906594
366	0.6118816352
367	0.6118734173
368	0.6118634398
369	0.6118559525
370	0.6118460485
371	0.6118428957
372	0.6118309409
373	0.6118250487
374	0.6118175602
375	0.6118064954
376	0.6117991412
377	0.6117912746
378	0.6117817775
379	0.6117734307
380	0.6117659956
381	0.6117583999
382	0.6117456676
383	0.6117322809
384	0.61172886
385	0.6117155628
386	0.6117059768
387	0.6116959452
388	0.6116909997
389	0.611687875
390	0.6116834695
391	0.6116741351
392	0.6116672405
393	0.6116623965
394	0.6116570956
395	0.6116497451
396	0.6116404188
397	0.6116309174
398	0.611628532
399	0.611619137
400	0.6116054706
401	0.6115979468
402	0.6115907454
403	0.6115837084
404	0.6115747045
405	0.6115672253
406	0.6115559543
407	0.6115496803
408	0.6115377368
409	0.6115271055
410	0.6115208067
411	0.6115124119
412	0.6115088894
413	0.6115056544
414	0.6114957061
415	0.6114913186
416	0.6114837002
417	0.6114741507
418	0.6114684304
419	0.6114633259
420	0.6114581656
421	0.6114508235
422	0.611440147
423	0.6114367343
424	0.6114316051
425	0.6114283196
426	0.6114185677
427	0.6114107661
428	0.611407185
429	0.6114025169
430	0.6113959964
431	0.6113825476
432	0.6113763127
433	0.6113701149
434	0.6113645979
435	0.6113559025
436	0.6113515705
437	0.6113401285
438	0.6113340182
439	0.6113297084
440	0.6113185473
441	0.6113144851
442	0.6113088343
443	0.611304128
444	0.61129767
445	0.611292246
446	0.611283317
447	0.6112767193
448	0.6112680621
449	0.6112576625
450	0.6112488233
451	0.6112400639
452	0.6112292583
453	0.6112258179
454	0.6112187744
455	0.6112084245
456	0.6112033668
457	0.6111955921
458	0.6111888944
459	0.611183322
460	0.6111753361
461	0.6111697293
462	0.6111663289
463	0.6111581306
464	0.6111507283
465	0.6111478166
466	0.6111417436
467	0.6111356402
468	0.6111301294
469	0.611123856
470	0.6111160637
471	0.6111069176
472	0.6110987445
473	0.611091667
474	0.6110838624
475	0.6110814398
476	0.6110735268
477	0.6110686549
478	0.6110614413
479	0.6110546845
480	0.6110490276
481	0.6110427477
482	0.6110402165
483	0.6110339815
484	0.611019983
485	0.6110136943
486	0.6110077133
487	0.6110025177
488	0.6109966897
489	0.610986596
490	0.6109776543
491	0.6109731806
492	0.6109652094
493	0.6109607978
494	0.6109546633
495	0.6109458841
496	0.6109381585
497	0.6109299727
498	0.6109245651
499	0.6109189661
500	0.6109131815
501	0.6109072629
502	0.610900052
503	0.610897395
504	0.6108928827
505	0.6108873369
506	0.6108781084
507	0.6108696855
508	0.6108661192
509	0.6108624711
510	0.6108534005
511	0.6108462804
512	0.6108421492
513	0.6108377919
514	0.6108303965
515	0.6108262377
516	0.6108167433
517	0.6108113775
518	0.6108057096
519	0.6108000015
520	0.6107968885
521	0.6107881597
522	0.6107822271
523	0.6107782806
524	0.6107735996
525	0.6107694125
526	0.6107637437
527	0.6107538654
528	0.6107451721
529	0.6107404495
530	0.6107359073
531	0.6107277356
532	0.6107214938
533	0.6107145278
534	0.6107096455
535	0.6107028373
536	0.6106994527
537	0.6106897733
538	0.6106858143
539	0.6106816721
540	0.6106704582
541	0.6106675953
542	0.6106603935
543	0.6106561265
544	0.6106524461
545	0.6106440553
546	0.6106412649
547	0.610634127
548	0.6106269407
549	0.6106172881
550	0.6106134286
551	0.6106062709
552	0.6106024263
553	0.6105916519
554	0.6105868901
555	0.6105831716
556	0.6105764792
557	0.6105717059
558	0.6105670452
559	0.6105600847
560	0.6105551266
561	0.6105487959
562	0.61054114
563	0.6105343198
564	0.610530221
565	0.610521817
566	0.6105152589
567	0.6105087831
568	0.6105042812
569	0.6104986484
570	0.6104887006
571	0.6104791529
572	0.6104731782
573	0.6104650571
574	0.6104535717
575	0.6104468464
576	0.610441914
577	0.6104348107
578	0.6104316691
579	0.6104237662
580	0.6104167233
581	0.6104125777
582	0.6104097294
583	0.6104062114
584	0.6103981622
585	0.6103924099
586	0.6103864424
587	0.6103788646
588	0.6103724054
589	0.6103668933
590	0.6103605116
591	0.6103555979
592	0.6103481614
593	0.610342422
594	0.6103400326
595	0.6103338852
596	0.6103298679
597	0.6103167492
598	0.6103107996
599	0.6103071581
600	0.6103049847
601	0.6102985785
602	0.6102932345
603	0.6102873244
604	0.6102818048
605	0.6102723843
606	0.6102665874
607	0.6102592448
608	0.6102478554
609	0.6102403131
610	0.6102345513
611	0.6102306358
612	0.6102270983
613	0.6102209378
614	0.6102162808
615	0.6102113039
616	0.6102072613
617	0.6102041926
618	0.6102000176
619	0.6101923259
620	0.6101878377
621	0.6101820406
622	0.6101752782
623	0.6101677855
624	0.6101616067
625	0.6101559373
626	0.610148551
627	0.6101437978
628	0.6101382716
629	0.6101325422
630	0.6101252253
631	0.6101221043
632	0.6101168678
633	0.6101119217
634	0.6101046311
635	0.6100964559
636	0.6100938498
637	0.6100862471
638	0.6100816558
639	0.6100752621
640	0.6100692706
641	0.6100622647
642	0.6100576114
643	0.6100557776
644	0.6100490968
645	0.6100453213
646	0.6100376728
647	0.6100349142
648	0.6100076727
649	0.6100024037
650	0.6099955391
651	0.6099923989
652	0.6099875245
653	0.6099824118
654	0.6099787761
655	0.6099770845
656	0.6099698889
657	0.6099645374
658	0.6099622764
659	0.6099566191
660	0.6099522249
661	0.6099478966
662	0.609945449
663	0.6099410885
664	0.6099342387
665	0.6099243097
666	0.6099183409
667	0.6099138314
668	0.6099080857
669	0.6099029685
670	0.609899784
671	0.6098922486
672	0.6098856155
673	0.609883401
674	0.6098787417
675	0.6098734031
676	0.609869336
677	0.6098641673
678	0.6098570101
679	0.6098513296
680	0.6098451405
681	0.6098398793
682	0.6098329191
683	0.609825959
684	0.6098210335
685	0.6098158114
686	0.609811876
687	0.6098051287
688	0.6098019818
689	0.6098000491
690	0.6097966355
691	0.6097891037
692	0.6097859576
693	0.6097789165
694	0.6097749946
695	0.6097705516
696	0.6097665221
697	0.6097622486
698	0.6097558423
699	0.6097506292
700	0.6097456672
701	0.6097423806
702	0.6097355728
703	0.6097267437
704	0.6097234835
705	0.6097189024
706	0.6097154833
707	0.6097090805
708	0.6097019674
709	0.6096989241
710	0.6096899737
711	0.609684124
712	0.6096800947
713	0.6096711119
714	0.609663209
715	0.6096558677
716	0.6096510486
717	0.6096427057
718	0.6096362589
719	0.6096332705
720	0.6096242957
721	0.6096176786
722	0.6096145327
723	0.6096092824
724	0.6096058938
725	0.6096024657
726	0.6095958147
727	0.6095920408
728	0.6095869529
729	0.6095819529
730	0.6095750983
731	0.6095737368
732	0.6095657851
733	0.6095602927
734	0.6095539187
735	0.6095471501
736	0.6095430813
737	0.6095370936
738	0.6095341825
739	0.6095304438
740	0.6095249757
741	0.6095186504
742	0.6095131782
743	0.6095100888
744	0.6095050517
745	0.6095029086
746	0.6094979615
747	0.6094876893
748	0.609483026
749	0.6094749029
750	0.6094700852
751	0.6094670535
752	0.6094633414
753	0.6094540817
754	0.6094502571
755	0.6094459346
756	0.6094377226
757	0.6094328948
758	0.6094277652
759	0.6094204345
760	0.6094182342
761	0.6094112279
762	0.6093985793
763	0.6093909978
764	0.6093857024
765	0.6093754856
766	0.6093719513
767	0.6093664601
768	0.6093629134
769	0.6093544462
770	0.6093496159
771	0.6093427929
772	0.6093347908
773	0.6093280868
774	0.6093254225
775	0.6093167288
776	0.609311218
777	0.6093084332
778	0.6093030047
779	0.6092963364
780	0.6092925767
781	0.6092882339
782	0.6092827682
783	0.6092806515
784	0.6092754581
785	0.6092696239
786	0.6092679813
787	0.6092650723
788	0.6092608565
789	0.6092566944
790	0.6092526529
791	0.6092472505
792	0.6092412108
793	0.6092380517
794	0.60922628
795	0.6092217487
796	0.6092141387
797	0.6092077425
798	0.6092050332
799	0.6092027512
800	0.6091948823
801	0.6091898668
802	0.6091864873
803	0.6091785045
804	0.6091745573
805	0.60916489
806	0.6091574245
807	0.6091536356
808	0.6091503672
809	0.6091444553
810	0.6091363056
811	0.6091326557
812	0.6091278258
813	0.6091204841
814	0.6091176733
815	0.6091145207
816	0.6091125372
817	0.6091057854
818	0.6091009885
819	0.6090973221
820	0.6090911898
821	0.6090870844
822	0.6090806498
823	0.6090770712
824	0.609069762
825	0.6090647154
826	0.6090571134
827	0.6090515259
828	0.6090477237
829	0.6090426668
830	0.6090387124
831	0.60903068
832	0.6090260976
833	0.6090207834
834	0.6090183933
835	0.6090164101
836	0.6090111524
837	0.6090060625
838	0.6090002341
839	0.6089953508
840	0.6089864692
841	0.6089805181
842	0.6089778483
843	0.6089740615
844	0.6089676601
845	0.6089625913
846	0.6089590633
847	0.6089525361
848	0.6089488564
849	0.6089447375
850	0.6089420611
851	0.6089358054
852	0.608928368
853	0.6089206194
854	0.6089137025
855	0.6089074856
856	0.6089053134
857	0.6088982969
858	0.6088901138
859	0.6088841206
860	0.608880294
861	0.6088754505
862	0.6088702982
863	0.6088667346
864	0.6088624499
865	0.6088577937
866	0.6088518199
867	0.6088480607
868	0.608843643
869	0.6088401914
870	0.6088347379
871	0.6088331107
872	0.6088267402
873	0.6088239245
874	0.608820313
875	0.608818053
876	0.6088152876
877	0.6088092278
878	0.6088061514
879	0.6088040593
880	0.6087962571
881	0.6087894945
882	0.6087862212
883	0.6087827568
884	0.6087742409
885	0.6087695804
886	0.6087644887
887	0.6087602158
888	0.6087547308
889	0.6087462296
890	0.6087382088
891	0.6087348656
892	0.608729641
893	0.60872391
894	0.608720128
895	0.6087122312
896	0.6087078198
897	0.6087033708
898	0.6086942196
899	0.6086892799
900	0.6086843294
901	0.608675184
902	0.6086688089
903	0.608666111
904	0.6086626653
905	0.6086589672
906	0.6086519829
907	0.6086480349
908	0.6086415612
909	0.6086362663
910	0.608629211
911	0.6086276655
912	0.6086199251
913	0.6086125271
914	0.608604861
915	0.608600598
916	0.6085943705
917	0.6085924504
918	0.60859125
919	0.608586191
920	0.6085777626
921	0.6085746991
922	0.6085696796
923	0.6085673642
924	0.6085584803
925	0.6085529112
926	0.6085498413
927	0.6085460768
928	0.6085413023
929	0.6085369975
930	0.6085337697
931	0.6085270174
932	0.6085211255
933	0.6085116693
934	0.6085047194
935	0.6085028061
936	0.608498158
937	0.6084962054
938	0.6084943247
939	0.6084865807
940	0.6084800755
941	0.6084770376
942	0.6084716099
943	0.6084665951
944	0.6084582681
945	0.608451659
946	0.6084512208
947	0.60844593
948	0.6084424655
949	0.6084400244
950	0.6084366668
951	0.6084342837
952	0.6084301773
953	0.6084252004
954	0.6084181852
955	0.6084169141
956	0.6084135205
957	0.6084092039
958	0.6084060003
959	0.6084040995
960	0.6084004448
961	0.608395258
962	0.6083902986
963	0.6083818195
964	0.6083774514
965	0.608376313
966	0.6083744319
967	0.6083671846
968	0.6083590704
969	0.6083520893
970	0.6083448701
971	0.6083414487
972	0.6083348827
973	0.6083295768
974	0.6083213662
975	0.6083134394
976	0.6083094785
977	0.6083065657
978	0.6082970631
979	0.6082907675
980	0.6082875086
981	0.608281275
982	0.6082780501
983	0.6082727888
984	0.6082683282
985	0.6082644572
986	0.6082574117
987	0.6082542592
988	0.6082499463
989	0.6082477539
990	0.6082445628
991	0.6082425545
992	0.608238862
993	0.6082319711
994	0.6082264238
995	0.6082187241
996	0.6082139003
997	0.6082100377
998	0.6082061573
999	0.6082010193
